created_at,temperatura,pressao,altitude,humidade,chuva
2023-10-21T14:31:01+00:00,25.11,942.90686,602.83978,54.77441,0
2023-10-21T14:31:31+00:00,25.08,942.86139,603.24115,54.39258,0
2023-10-21T14:32:02+00:00,25.08,942.90283,602.87549,54.36914,0
2023-10-21T14:32:32+00:00,25.08,942.8703,603.16278,54.62207,0
2023-10-21T14:33:03+00:00,25.1,942.84888,603.35144,54.47461,0
2023-10-21T14:33:34+00:00,25.11,942.88831,603.00397,54.31543,0
2023-10-21T14:34:04+00:00,25.09,942.88037,603.07379,54.40527,0
2023-10-21T14:34:35+00:00,25.11,942.84802,603.35944,54.47559,0
2023-10-21T14:35:06+00:00,25.09,942.86249,603.23151,54.49707,0
2023-10-21T14:35:36+00:00,25.1,942.84235,603.40955,54.80957,0
2023-10-21T14:36:07+00:00,25.14,942.88794,603.00714,54.58301,0
2023-10-21T14:36:38+00:00,25.15,942.89081,602.98157,54.33203,0
2023-10-21T14:37:08+00:00,25.1,942.89111,602.97888,54.32617,0
2023-10-21T14:37:39+00:00,25.15,942.86517,603.20807,54.52734,0
2023-10-21T14:38:10+00:00,25.19,942.85345,603.31146,53.78418,0
2023-10-21T14:38:40+00:00,25.29,942.85791,603.27203,54.42871,0
2023-10-21T14:39:11+00:00,25.28,942.81921,603.61371,54.43945,0
2023-10-21T14:39:41+00:00,25.28,942.84845,603.35571,54.76172,0
2023-10-21T14:40:12+00:00,25.59,942.81641,603.63824,55.91504,0
2023-10-21T14:40:43+00:00,28.77,942.78741,603.8941,63.13477,0
2023-10-21T14:41:13+00:00,28.11,942.84717,603.36694,50.73047,0
2023-10-21T14:41:44+00:00,27.35,942.83514,603.47302,50.01953,0
2023-10-21T14:42:14+00:00,28.85,942.82397,603.57159,51.89062,0
2023-10-21T14:42:45+00:00,27.66,942.82111,603.59668,49.23242,0
2023-10-21T14:43:16+00:00,27.7,942.80811,603.71179,53.15918,0
2023-10-21T14:43:46+00:00,27.93,942.80139,603.77094,54.00684,0
2023-10-23T20:12:35+00:00,32.43,935.59784,667.54651,36.79883,0
2023-10-23T20:13:05+00:00,32.5,935.62585,667.29767,35.88867,0
2023-10-23T20:13:36+00:00,32.56,935.63232,667.24023,36.06836,0
2023-10-23T20:14:06+00:00,32.46,935.64258,667.14911,37.41113,0
2023-10-23T20:14:37+00:00,32.43,935.6532,667.05469,36.7041,0
2023-10-23T20:15:08+00:00,32.52,935.65747,667.01715,36.20703,0
2023-10-23T20:15:38+00:00,32.61,935.66656,666.93616,36.41406,0
2023-10-23T20:16:09+00:00,32.69,935.65625,667.02789,35.35059,0
2023-10-23T20:16:40+00:00,32.65,935.64069,667.16571,35.58301,0
2023-10-23T20:17:10+00:00,32.68,935.63361,667.229,35.33789,0
2023-10-23T20:17:41+00:00,32.82,935.66705,666.93188,33.99609,0
2023-10-23T20:18:12+00:00,32.99,935.65674,667.03857,33.86816,0
2023-10-23T20:18:42+00:00,33.2,935.61224,667.41833,33.36523,0
2023-10-23T20:19:13+00:00,33.35,935.66602,666.94098,33.11719,0
2023-10-23T20:19:44+00:00,33.41,935.66528,666.94745,33.16992,0
2023-10-23T20:20:14+00:00,33.41,935.63483,667.21771,32.37891,0
2023-10-23T20:20:45+00:00,33.44,935.65375,667.04987,32.64063,0
2023-10-23T20:21:16+00:00,33.48,935.64227,667.15173,32.5957,0
2023-10-23T20:21:46+00:00,33.41,935.60297,667.50092,33.25098,0
2023-10-23T20:22:17+00:00,33.45,935.60999,667.43872,33.13672,0
2023-10-23T20:22:48+00:00,33.4,935.63983,667.17377,32.18945,0
2023-10-23T20:23:18+00:00,33.3,935.64954,667.0874,33.70313,0
2023-10-23T20:23:49+00:00,33.18,935.65857,667.00696,34.51758,0
2023-10-23T20:24:20+00:00,33.08,935.66687,666.93347,34.33301,0
2023-10-23T20:24:50+00:00,nan,nan,nan,nan,0
2023-10-23T20:25:21+00:00,nan,nan,nan,nan,0
2023-10-23T20:44:29+00:00,32.97,935.78925,665.84692,32.57227,0
2023-10-23T20:45:00+00:00,32.98,935.82343,665.5434,32.5957,0
2023-10-23T20:45:30+00:00,33.01,935.82672,665.51392,32.52832,0
2023-10-23T20:46:01+00:00,33.04,935.77924,665.93542,31.68164,0
2023-10-23T20:46:32+00:00,33.12,935.8053,665.67749,31.41699,0
2023-10-23T20:47:02+00:00,33.08,935.79291,665.81421,31.81445,0
2023-10-23T20:47:33+00:00,33.04,935.79907,665.75952,32.94238,0
2023-10-23T20:48:04+00:00,33.07,935.8053,665.70428,32.36719,0
2023-10-23T20:48:34+00:00,33.13,935.77643,665.96063,31.64063,0
2023-10-23T20:49:05+00:00,33.17,935.76703,666.04376,32.11523,0
2023-10-23T20:49:35+00:00,32.94,935.78851,665.85339,33.3584,0
2023-10-23T20:50:06+00:00,32.85,935.8031,665.72357,33.62207,0
2023-10-23T20:50:37+00:00,32.78,935.8067,665.69196,33.75879,0
2023-10-23T20:51:07+00:00,32.92,935.8205,665.56915,32.95703,0
2023-10-23T20:51:38+00:00,33,935.79437,665.80133,32.20898,0
2023-10-23T20:52:09+00:00,32.96,935.84253,665.37341,32.46484,0
2023-10-23T20:52:40+00:00,32.89,935.82312,665.54608,33.57813,0
2023-10-23T20:53:10+00:00,32.9,935.79706,665.77722,32.42578,0
2023-10-23T20:53:41+00:00,33.01,935.84265,665.37238,31.80957,0
2023-10-23T20:54:12+00:00,33.02,935.85858,665.23132,32.79883,0
2023-10-23T20:54:43+00:00,32.84,935.86133,665.20667,33.65723,0
2023-10-23T20:55:13+00:00,32.87,935.86377,665.18518,31.63477,0
2023-10-23T20:55:44+00:00,32.97,935.84644,665.33911,31.99512,0
2023-10-23T20:56:15+00:00,32.91,935.85718,665.24365,33.89648,0
2023-10-23T20:56:45+00:00,32.81,935.8136,665.63031,34.04297,0
2023-10-23T20:57:16+00:00,32.89,935.79932,665.75739,31.40137,0
2023-10-23T20:57:46+00:00,32.97,935.83112,665.47479,30.9707,0
2023-10-23T20:58:17+00:00,33.09,935.82703,665.51123,31.43848,0
2023-10-23T20:58:48+00:00,33.05,935.83539,665.43726,31.4707,0
2023-10-23T20:59:18+00:00,32.94,935.75397,666.1601,33.25293,0
2023-10-23T20:59:49+00:00,32.84,935.78302,665.90216,33.52832,0
2023-10-23T21:00:20+00:00,32.89,935.77936,665.93433,32.30762,0
2023-10-23T21:00:51+00:00,32.87,935.79236,665.81903,32.01172,0
2023-10-23T21:01:21+00:00,32.8,935.82001,665.57343,33.55957,0
2023-10-23T21:01:52+00:00,32.89,935.79193,665.82281,32.04883,0
2023-10-23T21:02:23+00:00,33.05,935.79407,665.80402,31.44727,0
2023-10-23T21:02:53+00:00,33.13,935.80878,665.67322,30.96973,0
2023-10-23T21:03:24+00:00,33.19,935.77173,666.00244,31.39844,0
2023-10-23T21:03:54+00:00,33.23,935.80487,665.70807,30.81152,0
2023-10-23T21:04:25+00:00,33.16,935.75555,666.14563,31.39648,0
2023-10-23T21:04:56+00:00,33.18,935.72998,666.37305,31.44434,0
2023-10-23T21:05:27+00:00,33.19,935.74939,666.20087,31.12695,0
2023-10-23T21:05:57+00:00,33.18,935.7467,666.22449,31.38574,0
2023-10-23T21:06:28+00:00,33.1,935.78375,665.89575,31.75684,0
2023-10-23T21:06:58+00:00,33.14,935.8028,665.72626,31.07617,0
2023-10-23T21:07:29+00:00,33.14,935.77612,665.96332,31.23047,0
2023-10-23T21:08:00+00:00,32.9,935.79913,665.75897,33.35547,0
2023-10-23T21:08:30+00:00,32.81,935.77734,665.95258,33.58398,0
2023-10-23T21:09:01+00:00,32.58,935.7951,665.79492,33.62598,0
2023-10-23T21:09:32+00:00,32.57,935.79437,665.80133,33.49707,0
2023-10-23T21:10:03+00:00,32.44,935.84033,665.39325,33.5332,0
2023-10-23T21:10:33+00:00,32.72,935.8197,665.57611,31.58887,0
2023-10-23T21:11:04+00:00,32.81,935.80237,665.73004,32.73633,0
2023-10-23T21:11:34+00:00,32.44,935.83752,665.41791,33.69824,0
2023-10-23T21:12:05+00:00,32.42,935.82953,665.48926,34.02637,0
2023-10-23T21:12:36+00:00,32.42,935.85248,665.28546,33.91992,0
2023-10-23T21:13:06+00:00,32.41,935.89001,664.95197,34.24805,0
2023-10-23T21:13:37+00:00,32.42,935.85901,665.22705,34.08496,0
2023-10-23T21:14:08+00:00,32.43,935.85828,665.23401,34.1084,0
2023-10-23T21:14:38+00:00,32.39,935.87952,665.04523,34.26953,0
2023-10-23T21:15:09+00:00,32.38,935.86029,665.21576,34.45703,0
2023-10-23T21:15:40+00:00,32.39,935.87451,665.08978,34.55176,0
2023-10-23T21:16:11+00:00,32.37,935.88794,664.97015,34.70312,0
2023-10-23T21:16:41+00:00,32.35,935.85297,665.11548,34.86621,0
2023-10-23T21:17:12+00:00,32.32,935.86353,665.1026,34.87598,0
2023-10-23T21:17:43+00:00,32.41,935.86798,665.14764,34.76465,0
2023-10-23T21:18:14+00:00,32.36,935.86438,665.17987,34.99609,0
2023-10-23T21:18:44+00:00,32.32,935.86859,665.14233,34.98242,0
2023-10-23T21:19:15+00:00,32.38,935.88025,665.03882,34.98633,0
2023-10-23T21:19:46+00:00,32.33,935.90845,664.78839,35.0293,0
2023-10-23T21:20:16+00:00,32.43,935.91046,664.77069,34.94238,0
2023-10-23T21:20:47+00:00,32.34,935.89978,664.86505,34.93652,0
2023-10-23T21:21:18+00:00,32.34,935.90485,664.82056,34.99512,0
2023-10-23T21:21:48+00:00,32.44,935.86359,665.18683,34.22656,0
2023-10-23T21:22:19+00:00,32.49,935.86823,665.14551,34.98242,0
2023-10-23T21:22:50+00:00,32.47,935.86188,665.20184,34.98242,0
2023-10-23T21:23:20+00:00,32.34,935.87268,665.10583,35.1709,0
2023-10-23T21:23:51+00:00,32.36,935.83698,665.42273,35.25391,0
2023-10-23T21:24:22+00:00,32.26,935.83984,665.53857,35.29395,0
2023-10-23T21:24:52+00:00,32.25,935.81781,665.59326,35.34082,0
2023-10-23T21:25:23+00:00,32.23,935.82794,665.50317,35.45605,0
2023-10-23T21:25:54+00:00,32.21,935.82092,665.56543,35.54785,0
2023-10-23T21:26:24+00:00,32.19,935.85937,665.56055,35.54688,0
2023-10-23T21:26:55+00:00,32.26,935.83319,665.45654,35.82227,0
2023-10-23T21:27:26+00:00,32.29,935.8476,665.32837,35.81348,0
2023-10-23T21:27:56+00:00,32.1,935.88806,664.96912,35.99805,0
2023-10-23T21:28:27+00:00,32.1,935.896,665.034,35.85645,0
2023-10-23T21:28:58+00:00,32.11,935.87518,665.08386,35.6582,0
2023-10-23T21:29:29+00:00,31.98,935.92804,664.61414,35.67188,0
2023-10-23T21:29:59+00:00,31.94,935.92438,664.64685,35.69141,0
2023-10-23T21:30:30+00:00,31.93,935.94745,664.44202,35.78516,0
2023-10-23T21:31:01+00:00,31.85,935.96173,664.31549,36.4707,0
2023-10-23T21:31:31+00:00,31.84,935.97174,664.22644,37.87695,0
2023-10-23T21:32:02+00:00,31.82,935.94287,664.48279,39.17578,0
2023-10-23T21:32:33+00:00,31.81,935.98627,664.09723,40.06641,0
2023-10-23T21:33:04+00:00,31.69,935.93951,664.51227,40.67578,0
2023-10-23T21:33:34+00:00,31.69,936.02435,663.82971,40.91113,0
2023-10-23T21:34:05+00:00,31.57,936.01953,663.80237,41.36816,0
2023-10-23T21:34:36+00:00,31.59,936.01172,663.87152,41.62695,0
2023-10-23T21:35:06+00:00,31.54,935.99353,664.0329,41.85645,0
2023-10-23T21:35:37+00:00,31.48,936.01562,663.83667,42.33203,0
2023-10-23T21:36:08+00:00,31.49,936.05969,663.4458,42.56543,0
2023-10-23T21:36:38+00:00,31.48,936.04602,663.56696,42.86914,0
2023-10-23T21:37:09+00:00,31.43,936.04614,663.56592,43.33203,0
2023-10-23T21:37:40+00:00,31.38,936.02954,663.71332,43.80762,0
2023-10-23T21:38:10+00:00,31.39,936.02258,663.77502,44.00684,0
2023-10-23T21:38:41+00:00,31.34,936.04547,663.57178,44.34082,0
2023-10-23T21:39:11+00:00,31.44,936.03339,663.67902,44.32715,0
2023-10-23T21:39:42+00:00,31.31,936.01862,663.81036,44.73535,0
2023-10-23T21:40:13+00:00,31.32,936.0481,663.54877,45.04004,0
2023-10-23T21:40:43+00:00,31.39,936.06812,663.37073,45.15234,0
2023-10-23T21:41:14+00:00,31.29,936.03827,663.63562,45.80859,0
2023-10-23T21:41:45+00:00,31.36,936.1004,663.08447,45.93164,0
2023-10-23T21:42:15+00:00,31.39,936.10181,663.07159,46.02832,0
2023-10-23T21:42:46+00:00,31.4,936.05896,663.45227,46.19238,0
2023-10-23T21:43:17+00:00,31.35,936.03705,663.64685,46.41113,0
2023-10-23T21:43:48+00:00,31.3,936.05127,663.52032,46.71973,0
2023-10-23T21:44:18+00:00,31.32,936.05157,663.51764,46.78125,0
2023-10-23T21:44:49+00:00,31.28,936.04657,663.56213,46.91797,0
2023-10-23T21:45:20+00:00,31.33,936.01703,663.82434,46.96777,0
2023-10-23T21:45:50+00:00,31.38,936.03967,663.62329,47.0332,0
2023-10-23T21:46:21+00:00,31.37,936.00037,663.97229,46.96094,0
2023-10-23T21:46:52+00:00,31.36,935.99878,663.98627,47.04297,0
2023-10-23T21:47:22+00:00,31.51,935.995,664.02002,47.22168,0
2023-10-23T21:47:53+00:00,31.32,935.99133,664.05219,47.21289,0
2023-10-23T21:48:23+00:00,31.33,935.96436,664.29187,47.18066,0
2023-10-23T21:48:54+00:00,31.41,935.9469,664.44684,47.09375,0
2023-10-23T21:49:25+00:00,31.45,935.94922,664.42645,46.94629,0
2023-10-23T21:49:55+00:00,31.47,935.97534,664.19427,47.13477,0
2023-10-23T21:50:26+00:00,31.4,936.00018,663.97394,47.22168,0
2023-10-23T21:50:57+00:00,31.38,935.99384,664.03021,47.20801,0
2023-10-23T21:51:27+00:00,31.42,936.01038,663.8833,47.14063,0
2023-10-23T21:51:58+00:00,31.43,936.07391,663.31927,47.08398,0
2023-10-23T21:52:28+00:00,31.33,935.99158,664.05005,47.25977,0
2023-10-23T21:52:59+00:00,31.34,936.01654,663.82861,47.21484,0
2023-10-23T21:53:30+00:00,31.36,936.02118,663.78735,47.19336,0
2023-10-23T21:54:00+00:00,31.34,936.01263,663.86346,47.30859,0
2023-10-23T21:54:31+00:00,31.33,936.01123,663.87579,47.34277,0
2023-10-23T21:55:01+00:00,31.38,936.03204,663.69086,47.33594,0
2023-10-23T21:55:32+00:00,31.36,936.02002,663.79755,47.47461,0
2023-10-23T21:56:03+00:00,31.38,936.00452,663.9353,47.41895,0
2023-10-23T21:56:33+00:00,31.41,936.01813,663.8147,47.39746,0
2023-10-23T21:57:04+00:00,31.42,936.05109,663.52191,47.41016,0
2023-10-23T21:57:35+00:00,31.43,936.00494,663.93158,47.5166,0
2023-10-23T21:58:05+00:00,31.4,936.03625,663.65381,47.54883,0
2023-10-23T21:58:36+00:00,31.37,936.00952,663.89081,47.60352,0
2023-10-23T21:59:06+00:00,31.31,935.98236,664.13208,47.7959,0
2023-10-23T21:59:37+00:00,31.35,936.02179,663.78198,47.73145,0
2023-10-23T22:00:08+00:00,31.31,936.01233,663.86615,47.71484,0
2023-10-23T22:00:38+00:00,31.32,936.01001,663.86188,47.57422,0
2023-10-23T22:01:09+00:00,31.29,936.00635,663.91925,47.51465,0
2023-10-23T22:01:40+00:00,31.26,935.99896,663.98462,47.38281,0
2023-10-23T22:02:10+00:00,31.26,935.96875,664.25275,47.13672,0
2023-10-23T22:02:41+00:00,31.2,935.96765,664.26294,47.08301,0
2023-10-23T22:03:11+00:00,31.14,935.99811,663.99213,47.05469,0
2023-10-23T22:03:42+00:00,31.1,936.01404,663.85114,46.86328,0
2023-10-23T22:04:13+00:00,31.13,935.98749,664.08655,46.69141,0
2023-10-23T22:04:43+00:00,31.15,936.01874,663.80933,46.64648,0
2023-10-23T22:05:14+00:00,31.09,936.05139,663.51929,46.72266,0
2023-10-23T22:05:44+00:00,31.1,936.04126,663.60931,46.48926,0
2023-10-23T22:06:15+00:00,31.09,936.07178,663.33807,46.39551,0
2023-10-23T22:06:46+00:00,31.08,936.06201,663.42493,46.39355,0
2023-10-23T22:07:16+00:00,31.04,936.09998,663.0882,46.44824,0
2023-10-23T22:07:47+00:00,30.99,936.09576,663.12518,46.57227,0
2023-10-23T22:08:18+00:00,31.03,936.13904,662.74133,46.59961,0
2023-10-23T22:08:48+00:00,31,936.13452,662.78156,46.71289,0
2023-10-23T22:09:19+00:00,31.02,936.09869,663.09949,46.73828,0
2023-10-23T22:09:49+00:00,31.05,936.15552,662.59497,46.75293,0
2023-10-23T22:10:20+00:00,31.04,936.16406,662.51886,46.93945,0
2023-10-23T22:10:51+00:00,31.05,936.18829,662.30389,47.62891,0
2023-10-23T22:11:21+00:00,31.04,936.19299,662.26208,47.93164,0
2023-10-23T22:11:52+00:00,31.06,936.21454,661.79517,47.92188,0
2023-10-23T22:12:23+00:00,31.07,936.22235,662.00153,48.12012,0
2023-10-23T22:12:53+00:00,31.06,936.23633,661.87769,47.78125,0
2023-10-23T22:13:24+00:00,31.1,936.24078,661.83801,47.84375,0
2023-10-23T22:13:54+00:00,31.14,936.27014,661.57751,47.67285,0
2023-10-23T22:14:25+00:00,31.1,936.28998,661.40167,47.83203,0
2023-10-23T22:14:56+00:00,31.12,936.28467,661.4483,47.63574,0
2023-10-23T22:15:26+00:00,31.12,936.25928,661.67401,47.60156,0
2023-10-23T22:15:57+00:00,31.06,936.32703,661.07257,47.55957,0
2023-10-23T22:16:28+00:00,31.09,936.32562,661.0849,47.58691,0
2023-10-23T22:16:58+00:00,31.13,936.32703,661.07257,47.46094,0
2023-10-23T22:17:29+00:00,31.08,936.30115,661.30255,47.39844,0
2023-10-23T22:18:00+00:00,31.07,936.34058,660.84747,47.50195,0
2023-10-23T22:18:30+00:00,31.1,936.30914,661.23126,47.18945,0
2023-10-23T22:19:01+00:00,31.09,936.2821,661.47137,47.30664,0
2023-10-23T22:19:32+00:00,31.12,936.3175,661.15729,47.18066,0
2023-10-23T22:20:02+00:00,31.14,936.33282,661.02112,47.13574,0
2023-10-23T22:20:33+00:00,31.13,936.32874,661.05756,47.39062,0
2023-10-23T22:21:04+00:00,31.15,936.35388,660.83405,47.29004,0
2023-10-23T22:21:34+00:00,31.17,936.34393,660.92249,47.18555,0
2023-10-23T22:22:05+00:00,31.18,936.34857,660.88123,47.16406,0
2023-10-23T22:22:35+00:00,31.19,936.34546,660.90912,47.12988,0
2023-10-23T22:23:06+00:00,31.17,936.36487,660.73706,47.06934,0
2023-10-23T22:23:37+00:00,31.18,936.38483,660.55963,47.31543,0
2023-10-23T22:24:07+00:00,31.14,936.35547,660.82013,47.24121,0
2023-10-23T22:24:38+00:00,31.13,936.38666,660.54352,47.31055,0
2023-10-23T22:25:09+00:00,31.12,936.39612,660.45941,47.42578,0
2023-10-23T22:25:39+00:00,31.14,936.39789,660.44385,47.36914,0
2023-10-23T22:26:10+00:00,31.14,936.39905,660.43365,47.3584,0
2023-10-23T22:26:40+00:00,31.13,936.43073,660.15228,47.32227,0
2023-10-23T22:27:11+00:00,31.12,936.40173,660.40955,47.49609,0
2023-10-23T22:27:42+00:00,31.14,936.42279,660.22247,47.43945,0
2023-10-23T22:28:12+00:00,31.13,936.42767,660.17963,47.66016,0
2023-10-23T22:28:43+00:00,31.08,936.40631,660.36884,47.375,0
2023-10-23T22:29:14+00:00,31.07,936.39142,660.50122,47.53711,0
2023-10-23T22:29:44+00:00,31.06,936.39752,660.44708,47.57129,0
2023-10-23T22:30:15+00:00,31.1,936.38123,660.5918,47.37695,0
2023-10-23T22:30:45+00:00,31.14,936.41034,660.33344,47.48633,0
2023-10-23T22:31:16+00:00,31.09,936.35565,660.81848,47.49316,0
2023-10-23T22:31:47+00:00,31.08,936.39722,660.44977,47.48047,0
2023-10-23T22:32:17+00:00,31.07,936.38013,660.60144,47.45508,0
2023-10-23T22:32:48+00:00,31.06,936.39032,660.51086,47.66504,0
2023-10-23T22:33:19+00:00,31.04,936.38654,660.54462,47.62793,0
2023-10-23T22:33:49+00:00,31.08,936.39545,660.46527,47.70215,0
2023-10-23T22:34:20+00:00,31.04,936.38116,660.59229,47.72168,0
2023-10-23T22:34:51+00:00,31.04,936.34045,660.95355,47.66309,0
2023-10-23T22:35:21+00:00,31.04,936.40015,660.63464,47.73242,0
2023-10-23T22:35:52+00:00,31.03,936.37311,660.66357,47.83691,0
2023-10-23T22:36:23+00:00,31.03,936.37872,660.61377,47.52148,0
2023-10-23T22:36:53+00:00,30.96,936.38263,660.57892,47.63184,0
2023-10-23T22:37:24+00:00,30.98,936.41388,660.30182,47.65723,0
2023-10-23T22:37:54+00:00,30.96,936.39563,660.46368,47.6084,0
2023-10-23T22:38:25+00:00,30.96,936.42627,660.19196,47.65527,0
2023-10-23T22:38:56+00:00,31,936.45868,659.90411,47.6123,0
2023-10-23T22:39:26+00:00,31,936.42792,660.17749,47.55273,0
2023-10-23T22:39:57+00:00,31.01,936.44672,660.01025,47.47266,0
2023-10-23T22:40:28+00:00,30.99,936.40875,660.34735,47.36621,0
2023-10-23T22:40:58+00:00,31.04,936.37469,660.64966,47.27734,0
2023-10-23T22:41:29+00:00,31.04,936.41541,660.28839,47.33594,0
2023-10-23T22:41:59+00:00,30.98,936.4043,660.38702,47.36426,0
2023-10-23T22:42:30+00:00,30.91,936.41888,660.25732,47.5332,0
2023-10-23T22:43:01+00:00,30.94,936.45374,659.94806,47.36035,0
2023-10-23T22:43:31+00:00,30.9,936.44531,660.02313,47.32129,0
2023-10-23T22:44:02+00:00,30.91,936.46283,659.86768,47.42676,0
2023-10-23T22:44:33+00:00,30.94,936.48169,659.69995,47.47754,0
2023-10-23T22:45:03+00:00,30.91,936.4718,659.78784,47.35742,0
2023-10-23T22:45:34+00:00,30.91,936.4425,660.01294,47.32227,0
2023-10-23T22:46:05+00:00,30.93,936.47498,659.7594,47.35937,0
2023-10-23T22:46:35+00:00,30.92,936.48389,659.6806,47.46387,0
2023-10-23T22:47:06+00:00,30.88,936.48755,659.64795,47.57617,0
2023-10-23T22:47:36+00:00,30.92,936.50256,659.51501,47.52148,0
2023-10-23T22:48:07+00:00,30.88,936.49298,659.59967,47.55176,0
2023-10-23T22:48:38+00:00,30.88,936.4715,659.79053,47.55176,0
2023-10-23T22:49:08+00:00,30.85,936.4881,659.64313,47.57227,0
2023-10-23T22:49:39+00:00,30.85,936.47986,659.71655,47.49219,0
2023-10-23T22:50:09+00:00,30.89,936.47955,659.71924,47.37891,0
2023-10-23T22:50:40+00:00,30.86,936.46796,659.82214,47.41113,0
2023-10-23T22:51:11+00:00,30.85,936.47119,659.79315,47.49121,0
2023-10-23T22:51:41+00:00,30.85,936.4931,659.59863,47.51465,0
2023-10-23T22:52:12+00:00,30.85,936.47815,659.73157,47.49219,0
2023-10-23T22:52:43+00:00,30.86,936.495,659.58203,47.3877,0
2023-10-23T22:53:13+00:00,30.83,936.49188,659.60938,47.47656,0
2023-10-23T22:53:44+00:00,30.83,936.50031,659.53485,47.45508,0
2023-10-23T22:54:15+00:00,30.81,936.51331,659.41962,47.46387,0
2023-10-23T22:54:45+00:00,30.84,936.54694,659.12109,47.36133,0
2023-10-23T22:55:16+00:00,30.8,936.51984,659.36176,47.35742,0
2023-10-23T22:55:46+00:00,30.81,936.56299,658.97858,47.39355,0
2023-10-23T22:56:17+00:00,30.78,936.53467,659.22992,47.4248,0
2023-10-23T22:56:48+00:00,30.83,936.57501,658.87189,47.37109,0
2023-10-23T22:57:19+00:00,30.8,936.57513,658.87085,47.4502,0
2023-10-23T22:57:49+00:00,30.78,936.56659,658.94641,47.46094,0
2023-10-23T22:58:20+00:00,30.8,936.59607,658.78992,47.42773,0
2023-10-23T22:58:50+00:00,30.81,936.62256,658.4502,47.20605,0
2023-10-23T22:59:21+00:00,30.81,936.64294,658.26904,47.45117,0
2023-10-23T22:59:52+00:00,30.78,936.677,657.9668,47.53027,0
2023-10-23T23:00:22+00:00,30.81,936.62109,658.35748,47.46484,0
2023-10-23T23:00:53+00:00,30.75,936.69891,657.77228,47.49316,0
2023-10-23T23:01:24+00:00,30.76,936.6955,657.80286,47.33105,0
2023-10-23T23:01:54+00:00,30.75,936.72247,657.56329,47.28223,0
2023-10-23T23:02:25+00:00,30.74,936.70331,657.7337,47.28125,0
2023-10-23T23:02:56+00:00,30.73,936.72125,657.57458,47.24414,0
2023-10-23T23:03:26+00:00,30.74,936.72534,657.53815,47.22363,0
2023-10-23T23:03:57+00:00,30.68,936.6958,657.80017,47.33398,0
2023-10-23T23:04:28+00:00,30.68,936.74097,657.39935,47.42578,0
